"Date","Year","Month","Day","nNO.24hm.lag0","nNOX.24hm.lag0","nO3.8hmx.lag0"
1980-02-10,1980,2,10,10.5555555555556,33.8888888888889,22.40625
1980-02-11,1980,2,11,16.7693236714976,44.7463768115942,13.0803571428571
1980-02-12,1980,2,12,44.4746376811594,75.4710144927536,14.8616071428571
1980-02-13,1980,2,13,20.3557312252964,48.8208168642951,11.516369047619
1980-02-14,1980,2,14,52.3611111111111,80.6944444444444,13.6875
1980-02-15,1980,2,15,71.4047619047619,101.388888888889,8.625
1980-02-16,1980,2,16,20.5434782608696,46.4009661835749,17.7008928571429
1980-02-17,1980,2,17,21.6666666666667,43.6111111111111,22.84375
1980-02-18,1980,2,18,9.16666666666667,34.1666666666667,18
1980-02-19,1980,2,19,65.9892402283707,99.6475625823452,7.59375
1980-02-20,1980,2,20,84.0277777777778,124.027777777778,2.90625
1980-02-21,1980,2,21,49.8611111111111,73.4722222222222,21.375
1980-02-22,1980,2,22,33.2498902064119,53.6292270531401,18.03125
1980-02-23,1980,2,23,18.9734299516908,49.0700483091787,16.6607142857143
1980-02-24,1980,2,24,7.77777777777778,29.5833333333333,19.5
1980-02-25,1980,2,25,28.1944444444444,53.0808080808081,18.4166666666667
1980-02-26,1980,2,26,14.3939393939394,32.0833333333333,19.8125
1980-02-27,1980,2,27,15.7070707070707,40.4040404040404,18.125
1980-02-28,1980,2,28,21.1857707509881,45.407334211682,19.5982142857143
1980-02-29,1980,2,29,21.6792929292929,42.8106060606061,17.6458333333333
1980-03-01,1980,3,1,17.1497584541063,38.0163043478261,20.71875
1980-03-02,1980,3,2,11.5458937198068,36.7481884057971,23.6741071428571
1980-03-03,1980,3,3,15.0494071146245,18.1818181818182,18.7797619047619
1980-03-04,1980,3,4,26.3961988304094,63.6257309941521,12.28125
1980-03-05,1980,3,5,31.6666666666667,64.7222222222222,21
1980-03-06,1980,3,6,5.91666666666667,33.3156565656566,23.7410714285714
1980-03-07,1980,3,7,29.5652173913043,66.6425120772947,15.0625
1980-03-08,1980,3,8,15.2777777777778,48.8888888888889,17.125
1980-03-09,1980,3,9,3.33333333333333,32.9166666666667,39.34375
1980-03-10,1980,3,10,9.02777777777778,41.25,26.125
1980-03-11,1980,3,11,7.91666666666667,28.8888888888889,23.5
1980-03-12,1980,3,12,19.1666666666667,45,23.15625
1980-03-13,1980,3,13,0.555555555555556,16.5277777777778,22.84375
1980-03-14,1980,3,14,31.8994290733421,59.5580808080808,20.53125
1980-03-15,1980,3,15,19.5833333333333,45,23.03125
1980-03-16,1980,3,16,22.7777777777778,44.3055555555556,29.59375
1980-03-17,1980,3,17,71.4553140096618,113.484299516908,22.40625
1980-03-18,1980,3,18,14.0277777777778,42.0833333333333,24.375
1980-03-19,1980,3,19,42.6190476190476,84.9007936507936,19.0833333333333
1980-03-20,1980,3,20,37.7053140096618,83.3454106280193,23.9732142857143
1980-03-21,1980,3,21,26.8055555555556,54.4444444444444,22.375
1980-03-22,1980,3,22,14.4444444444444,32.6388888888889,22.8125
1980-03-23,1980,3,23,7.08333333333333,31.5277777777778,18.34375
1980-03-24,1980,3,24,5.625,24.981884057971,18.5625
1980-03-25,1980,3,25,11.0037878787879,41.7171717171717,14.1428571428571
1980-03-26,1980,3,26,33.5990338164251,61.268115942029,15.34375
1980-03-27,1980,3,27,31.237922705314,59.9154589371981,23.5223214285714
1980-03-28,1980,3,28,73.6231884057971,117.022946859903,14.6205357142857
1980-03-29,1980,3,29,19.7222222222222,51.5277777777778,18.375
1980-03-30,1980,3,30,3.19444444444444,23.3333333333333,31.59375
1980-03-31,1980,3,31,12.0833333333333,35.4166666666667,26.3125
1980-04-01,1980,4,1,43.1422924901186,86.4624505928854,23.6309523809524
1980-04-02,1980,4,2,44.5833333333333,81.5277777777778,21.125
1980-04-03,1980,4,3,35.9420289855072,64.2028985507246,25.9642857142857
1980-04-04,1980,4,4,8.75,35.2083333333333,23.375
1980-04-05,1980,4,5,19.3308080808081,45.7575757575758,27.59375
1980-04-06,1980,4,6,10,28.5416666666667,33.3125
1980-04-07,1980,4,7,21.2455504703788,60.9398042206967,23
1980-04-08,1980,4,8,9.67963386727689,37.5629290617849,28.3214285714286
1980-04-09,1980,4,9,30,83.9130434782609,16.375
1980-04-10,1980,4,10,13.3333333333333,47.5,14.5833333333333
1980-04-11,1980,4,11,10,35,11.5
1980-04-12,1980,4,12,25.625,57.9166666666667,15.4375
1980-04-13,1980,4,13,15.8333333333333,35.8333333333333,20.28125
1980-04-14,1980,4,14,10,35.8333333333333,15.5446428571429
1980-04-15,1980,4,15,9.19642857142857,27.9464285714286,17.9583333333333
1980-04-16,1980,4,16,19.0036231884058,43.2850241545894,26.1845238095238
1980-04-17,1980,4,17,31.5338164251208,71.1292270531401,23.0873015873016
1980-04-18,1980,4,18,37.524154589372,77.8442028985507,26.1026785714286
1980-04-19,1980,4,19,36.5277777777778,84.0277777777778,39.09375
1980-04-20,1980,4,20,18.75,53.4722222222222,36.8125
1980-04-21,1980,4,21,34.8629148629149,67.3520923520924,23.21875
1980-04-22,1980,4,22,18.9035087719298,45.280701754386,26.2455357142857
1980-04-23,1980,4,23,13.9931350114416,45.1372997711671,26.1875
1980-04-24,1980,4,24,23.6128364389234,62.1221532091097,26.125
1980-04-25,1980,4,25,44.3176328502415,79.3840579710145,12.264880952381
1980-04-26,1980,4,26,45.5555555555556,85.8333333333333,24.7916666666667
1980-04-27,1980,4,27,16.8478260869565,38.8768115942029,33.96875
1980-04-28,1980,4,28,3.75,26.0416666666667,26.5625
1980-04-29,1980,4,29,9.12037037037037,34.6759259259259,17.40625
1980-04-30,1980,4,30,63.9130434782609,108.985507246377,8.69196428571428
1980-05-01,1980,5,1,47.958152958153,89.1919191919192,17.0357142857143
1980-05-02,1980,5,2,46.4009661835749,88.5628019323672,24.5982142857143
1980-05-03,1980,5,3,40.9722222222222,77.6388888888889,28.6875
1980-05-04,1980,5,4,10.2777777777778,39.7222222222222,32.59375
1980-05-05,1980,5,5,25,63.4722222222222,36.53125
1980-05-06,1980,5,6,15.297619047619,44.1468253968254,22.3333333333333
1980-05-07,1980,5,7,16.231884057971,43.1884057971015,15.78125
1980-05-08,1980,5,8,22.2222222222222,47.2222222222222,14.4375
1980-05-09,1980,5,9,14.4126043039087,39.8808739569609,19.1145833333333
1980-05-10,1980,5,10,7.63888888888889,35.5555555555556,37.46875
1980-05-11,1980,5,11,15.8333333333333,44.5833333333333,41.375
1980-05-12,1980,5,12,26.0326086956522,58.6835748792271,23.9866071428571
1980-05-13,1980,5,13,28.1038647342995,70.1388888888889,17.96875
1980-05-14,1980,5,14,33.7750172532781,61.5113871635611,17.4375
1980-05-15,1980,5,15,40.7936507936508,68.7896825396825,19.625
1980-05-16,1980,5,16,60.3985507246377,102.506038647343,26.5044642857143
1980-05-17,1980,5,17,37.6984126984127,68.9087301587302,50.2916666666667
1980-05-18,1980,5,18,8.26086956521739,31.0869565217391,48.4166666666667
1980-05-19,1980,5,19,7.70833333333333,29.375,45.5
1980-05-20,1980,5,20,46.9367588932806,83.1521739130435,30.7708333333333
1980-05-21,1980,5,21,44.4570707070707,98.3080808080808,39.5357142857143
1980-05-22,1980,5,22,28.4722222222222,74.7222222222222,54.46875
1980-05-23,1980,5,23,45.3985507246377,110.434782608696,81.4330357142857
1980-05-24,1980,5,24,11.9444444444444,53.1944444444444,52.1875
1980-05-25,1980,5,25,7.13383838383838,28.3712121212121,35.09375
1980-05-26,1980,5,26,14.7853535353535,43.2575757575758,27.8303571428571
1980-05-27,1980,5,27,34.2223477006086,67.1080368906456,19.34375
1980-05-28,1980,5,28,41.8297101449275,79.9335748792271,22.5625
1980-05-29,1980,5,29,35.0126262626263,68.5984848484848,35.46875
1980-05-30,1980,5,30,8.04347826086956,41.9565217391304,48.5892857142857
1980-05-31,1980,5,31,0.833333333333333,17.0833333333333,41.4166666666667
1980-06-01,1980,6,1,5.83333333333333,25.4166666666667,21.46875
1980-06-02,1980,6,2,21.1171497584541,59.8309178743961,26.0535714285714
1980-06-03,1980,6,3,29.9368686868687,58.4343434343434,21.5714285714286
1980-06-04,1980,6,4,11.6666666666667,33.5416666666667,27.4166666666667
1980-06-05,1980,6,5,12.0380434782609,45.643115942029,36.5535714285714
1980-06-06,1980,6,6,19.2632850241546,54.1666666666667,22.78125
1980-06-07,1980,6,7,10.1388888888889,37.2222222222222,38.4375
1980-06-08,1980,6,8,14.4444444444444,31.6666666666667,19.15625
1980-06-09,1980,6,9,24.1968599033816,48.5507246376812,22.1428571428571
1980-06-10,1980,6,10,26.3235617039965,51.1890645586298,20.1770833333333
1980-06-11,1980,6,11,52.2222222222222,85.5555555555556,17.8125
1980-06-12,1980,6,12,77.7234299516908,122.729468599034,35.5758928571429
1980-06-13,1980,6,13,21.5458937198068,74.4504830917874,61.53125
1980-06-14,1980,6,14,25.4545454545455,78.9393939393939,77.9375
1980-06-15,1980,6,15,18.8888888888889,49.5833333333333,22.15625
1980-06-16,1980,6,16,29.3939393939394,55.6060606060606,20.65625
1980-06-17,1980,6,17,35.9985726833553,68.572683355292,29.6607142857143
1980-06-18,1980,6,18,17.7777777777778,58.4722222222222,28.9375
1980-06-19,1980,6,19,20.7065217391304,56.9685990338164,40.6294642857143
1980-06-20,1980,6,20,52.4275362318841,89.5380434782609,19.1875
1980-06-21,1980,6,21,50.1388888888889,83.0555555555556,32.4375
1980-06-22,1980,6,22,62.3611111111111,97.2222222222222,55.5625
1980-06-23,1980,6,23,20.7185990338164,69.969806763285,77.8125
1980-06-24,1980,6,24,48.0088066014839,112.55530129672,95.5238095238095
1980-06-25,1980,6,25,36.5217391304348,87.3913043478261,70.40625
1980-06-26,1980,6,26,25.2083333333333,67.2916666666667,60.5044642857143
1980-06-27,1980,6,27,39.9094202898551,65.0724637681159,19.7321428571429
1980-06-28,1980,6,28,24.8611111111111,39.7222222222222,21
1980-06-29,1980,6,29,27.9166666666667,49.5833333333333,32.34375
1980-06-30,1980,6,30,30.6038647342995,51.7330917874396,24.9866071428571
1980-07-01,1980,7,1,25.8333333333333,49.0277777777778,47
1980-07-02,1980,7,2,34.8611111111111,62.5,28.84375
1980-07-03,1980,7,3,57.3809523809524,93.0184610075914,49.3035714285714
1980-07-04,1980,7,4,39.0277777777778,88.9070048309179,62.3125
1980-07-05,1980,7,5,31.8055555555556,64.5833333333333,49.5625
1980-07-06,1980,7,6,39.7222222222222,57.7777777777778,23.5625
1980-07-07,1980,7,7,41.2110232762407,69.1282389108476,25.15625
1980-07-08,1980,7,8,27.3731884057971,55.9903381642512,28.8348214285714
1980-07-09,1980,7,9,38.2367149758454,72.8140096618358,18.5952380952381
1980-07-10,1980,7,10,56.1231884057971,97.3490338164251,59.625
1980-07-11,1980,7,11,20.4166666666667,50.2777777777778,38.6071428571429
1980-07-12,1980,7,12,23.0555555555556,43.1944444444444,23.46875
1980-07-13,1980,7,13,19.7222222222222,40.2777777777778,46.125
1980-07-14,1980,7,14,48.6111111111111,84.2149758454106,53.96875
1980-07-15,1980,7,15,23.3333333333333,60.2777777777778,42.5
1980-07-16,1980,7,16,16.9202898550725,50.2206851119895,48.6354166666667
1980-07-17,1980,7,17,18.75,51.6968599033816,29.0416666666667
1980-07-18,1980,7,18,22.3611111111111,50.6944444444444,22
1980-07-19,1980,7,19,10.9722222222222,41.8055555555556,73.96875
1980-07-20,1980,7,20,21.6666666666667,59.0277777777778,49.53125
1980-07-21,1980,7,21,12.542270531401,43.1771911663216,44.5059523809524
1980-07-22,1980,7,22,32.7083333333333,74.1666666666667,18.7083333333333
1980-07-23,1980,7,23,36.7934782608696,60.0217391304348,15.0833333333333
1980-07-24,1980,7,24,38.0961791831357,82.3106060606061,36.2916666666667
1980-07-25,1980,7,25,17.1799516908213,62.5,46.625
1980-07-26,1980,7,26,11.3888888888889,39.4444444444444,34.7916666666667
1980-07-27,1980,7,27,16.5277777777778,33.4722222222222,65.4166666666667
1980-07-28,1980,7,28,9.56140350877193,36.5058479532164,37.25
1980-07-29,1980,7,29,36.3888888888889,68.0681818181818,55.0416666666667
1980-07-30,1980,7,30,56.8055555555556,111.25,26.8333333333333
1980-07-31,1980,7,31,40.0444664031621,62.5164690382082,44.2083333333333
1980-08-01,1980,8,1,31.3888888888889,69.3055555555556,50.1964285714286
1980-08-02,1980,8,2,10.2777777777778,40.1388888888889,49.9583333333333
1980-08-03,1980,8,3,20.9722222222222,42.9166666666667,60.6666666666667
1980-08-04,1980,8,4,33.0555555555556,50.6944444444444,35.875
1980-08-05,1980,8,5,17.9830917874396,43.8949275362319,47.7916666666667
1980-08-06,1980,8,6,40.7449494949495,93.5606060606061,45.6388888888889
1980-08-07,1980,8,7,25.0655624568668,73.4265010351967,52.406746031746
1980-08-08,1980,8,8,17.2826086956522,66.875,44.2083333333333
1980-08-09,1980,8,9,41.4492753623188,61.1594202898551,33.8869047619048
1980-08-10,1980,8,10,40.6060606060606,58.030303030303,26.5833333333333
1980-08-11,1980,8,11,51.1198945981555,73.794466403162,30.0515873015873
1980-08-12,1980,8,12,48.0736714975845,72.542270531401,22.0089285714286
1980-08-13,1980,8,13,50.6989146119581,76.9860091599222,26.7559523809524
1980-08-14,1980,8,14,37.7777777777778,59.3253968253968,32.9732142857143
1980-08-15,1980,8,15,68.434265010352,28.844696969697,13.2083333333333
1980-08-16,1980,8,16,46.0628019323672,67.5793650793651,18.0520833333333
1980-08-17,1980,8,17,44.3055555555556,64.5833333333333,28.6875
1980-08-18,1980,8,18,46.0084541062802,74.4323671497584,18.4776785714286
1980-08-19,1980,8,19,63.1608005521049,99.7753623188406,34.5416666666667
1980-08-20,1980,8,20,35.6944444444444,58.75,32.78125
1980-08-21,1980,8,21,6.08225108225108,29.8917748917749,35.9910714285714
1980-08-22,1980,8,22,17.2222222222222,50.5555555555556,23.8125
1980-08-23,1980,8,23,19.4323671497585,46.5833333333333,41.5669642857143
1980-08-24,1980,8,24,37.2916666666667,53.75,29.7916666666667
1980-08-25,1980,8,25,72.0833333333333,114.375,61.2083333333333
1980-08-26,1980,8,26,47.0760233918129,75.4734662743816,66.343253968254
1980-08-27,1980,8,27,38.713768115942,39.5833333333333,58.8258928571429
1980-08-28,1980,8,28,30.6944444444444,18.9583333333333,14.28125
1980-08-29,1980,8,29,36.7451690821256,64.4685990338164,37.2723214285714
1980-08-30,1980,8,30,67.2222222222222,97.7777777777778,37.71875
1980-08-31,1980,8,31,41.3888888888889,62.2222222222222,39
1980-09-01,1980,9,1,43.0555555555556,61.3888888888889,32.78125
1980-09-02,1980,9,2,48.4722222222222,82.5,16.53125
1980-09-03,1980,9,3,41.1764382960035,75.6186868686869,34.0625
1980-09-04,1980,9,4,48.9855072463768,83.9130434782609,48.3571428571429
1980-09-05,1980,9,5,30.3787878787879,58.6237373737374,26.125
1980-09-06,1980,9,6,34.8611111111111,64.0277777777778,21.59375
1980-09-07,1980,9,7,31.9444444444444,53.1944444444444,27.03125
1980-09-08,1980,9,8,62.2222222222222,94.7222222222222,12.53125
1980-09-09,1980,9,9,39.3055555555556,70.2777777777778,22.8169642857143
1980-09-10,1980,9,10,40.0274483970136,68.9481774264383,15.921130952381
1980-09-11,1980,9,11,25.1388888888889,56.6666666666667,27.34375
1980-09-12,1980,9,12,40.9722222222222,65.042270531401,8.51785714285714
1980-09-13,1980,9,13,21.5277777777778,41.25,11.9375
1980-09-14,1980,9,14,36.6666666666667,57.5,13.4375
1980-09-15,1980,9,15,36.6804692891649,55.479641131815,16.5
1980-09-16,1980,9,16,33.0555555555556,56.5277777777778,18.6875
1980-09-17,1980,9,17,26.2752525252525,49.5959595959596,18.7395833333333
1980-09-18,1980,9,18,47.462962962963,78.2037037037037,20.1875
1980-09-19,1980,9,19,26.8840579710145,58.8169740887132,32.3035714285714
1980-09-20,1980,9,20,16.6666666666667,44.5833333333333,33.75
1980-09-21,1980,9,21,5.41666666666667,22.2222222222222,38.78125
1980-09-22,1980,9,22,21.2103174603175,45,22.375
1980-09-23,1980,9,23,16.2952898550725,28.4963768115942,11.625
1980-09-24,1980,9,24,41.5204678362573,57.9093567251462,15.46875
1980-09-25,1980,9,25,66.4583333333333,96.6666666666667,9.96875
1980-09-26,1980,9,26,16.4583333333333,31.4583333333333,11.25
1980-09-27,1980,9,27,27.3490338164251,47.451690821256,16.8125
1980-09-28,1980,9,28,35.4166666666667,55.8333333333333,21.65625
1980-09-29,1980,9,29,61.5157004830918,88.6050724637681,20.7678571428571
1980-09-30,1980,9,30,136.186162870945,181.32591442374,17.4747023809524
1980-10-01,1980,10,1,30.8937198067633,65.2415458937198,36.53125
1980-10-02,1980,10,2,57.7714213068904,80.6812169312169,18.59375
1980-10-03,1980,10,3,77.8260869565217,106.086956521739,7.18452380952381
1980-10-04,1980,10,4,34.375,53.3333333333333,7.375
1980-10-05,1980,10,5,38.5416666666667,51.4583333333333,9.58333333333333
1980-10-06,1980,10,6,29.7826086956522,49.1304347826087,11.7321428571429
1980-10-07,1980,10,7,102.276570048309,139.424315619968,15.297619047619
1980-10-08,1980,10,8,41.875,73.5416666666667,23.1388888888889
1980-10-09,1980,10,9,71.1141304347826,95.5978260869565,13.4583333333333
1980-10-10,1980,10,10,112.07729468599,138.478260869565,19.0892857142857
1980-10-11,1980,10,11,52.3611111111111,81.9444444444444,7.1875
1980-10-12,1980,10,12,20.8333333333333,41.6666666666667,10.375
1980-10-13,1980,10,13,21.7693236714976,44.3055555555556,15.125
1980-10-14,1980,10,14,75.1650563607085,108.566827697262,7
1980-10-15,1980,10,15,79.3055555555556,108.194444444444,7.59375
1980-10-16,1980,10,16,158.333333333333,183.125,2.3125
1980-10-17,1980,10,17,56.304347826087,85.3442028985507,17.5833333333333
1980-10-18,1980,10,18,24.3055555555556,43.0555555555556,21.5625
1980-10-19,1980,10,19,26.5277777777778,45.1388888888889,17.75
1980-10-20,1980,10,20,51.7391304347826,68.8858695652174,14.6875
1980-10-21,1980,10,21,36.403162055336,56.5909090909091,10.4166666666667
1980-10-22,1980,10,22,55.8333333333333,76.875,8.69642857142857
1980-10-23,1980,10,23,60.7004830917874,79.7222222222222,15.96875
1980-10-24,1980,10,24,10.6461352657005,26.8417874396135,12.125
1980-10-25,1980,10,25,18.3333333333333,34.2424242424242,10.2678571428571
1980-10-26,1980,10,26,8.23232323232323,19.4949494949495,12.5535714285714
1980-10-27,1980,10,27,25.0159200702679,44.1518445322793,13.5
1980-10-28,1980,10,28,43.4057971014493,68.4601449275362,14.5758928571429
1980-10-29,1980,10,29,54.5059288537549,78.2608695652174,10.1875
1980-10-30,1980,10,30,16.8176328502415,41.4130434782609,14.78125
1980-10-31,1980,10,31,26.5821256038647,51.7995169082126,13.5446428571429
1980-11-01,1980,11,1,23.8888888888889,42.6388888888889,13.9375
1980-11-02,1980,11,2,48.0555555555556,71.1111111111111,17.3125
1980-11-03,1980,11,3,48.9591567852437,79.9143610013175,20.71875
1980-11-04,1980,11,4,22.0229468599034,44.0942028985507,20.6875
1980-11-05,1980,11,5,39.2210144927536,59.7282608695652,8.90476190476191
1980-11-06,1980,11,6,15.3200483091787,38.2367149758454,7.52976190476191
1980-11-07,1980,11,7,64.4517543859649,93.3479532163743,10.5833333333333
1980-11-08,1980,11,8,18.0555555555556,38.3333333333333,13.46875
1980-11-09,1980,11,9,15.9420289855072,34.7826086956522,14.3125
1980-11-10,1980,11,10,19.0277777777778,35.1388888888889,15.1875
1980-11-11,1980,11,11,23.8888888888889,41.7874396135266,14.90625
1980-11-12,1980,11,12,71.7391304347826,98.1159420289855,14.8988095238095
1980-11-13,1980,11,13,103.055555555556,142.083333333333,1.64285714285714
1980-11-14,1980,11,14,70.0592885375494,101.501976284585,7.625
1980-11-15,1980,11,15,48.8888888888889,80.2777777777778,6.46875
1980-11-16,1980,11,16,96.1111111111111,125.833333333333,12.90625
1980-11-17,1980,11,17,140.327993897788,176.285278413425,9.45833333333333
1980-11-18,1980,11,18,41.4015151515151,66.4204545454545,11.28125
1980-11-19,1980,11,19,44.375,72.7083333333333,8.03125
1980-11-20,1980,11,20,40,70.8333333333333,4.5625
1980-11-21,1980,11,21,29.7222222222222,53.1944444444444,8
1980-11-22,1980,11,22,19.7222222222222,45.2777777777778,9.09375
1980-11-23,1980,11,23,37.2524154589372,68.9070048309179,2.15625
1980-11-24,1980,11,24,105.555555555556,135.277777777778,10.8125
1980-11-25,1980,11,25,54.8973429951691,80.5193236714976,10.40625
1980-11-26,1980,11,26,155.042270531401,205.954106280193,6.37053571428571
1980-11-27,1980,11,27,37.8524374176548,66.1857707509881,13.4375
1980-11-28,1980,11,28,41.6666666666667,73.8224637681159,12.53125
1980-11-29,1980,11,29,19.7222222222222,46.5277777777778,11.03125
1980-11-30,1980,11,30,10.9722222222222,33.6111111111111,12.40625
1980-12-01,1980,12,1,96.3586956521739,126.621376811594,4.96875
1980-12-02,1980,12,2,35.606884057971,66.3949275362319,20.15625
1980-12-03,1980,12,3,26.4583333333333,48.3333333333333,20.875
1980-12-04,1980,12,4,110,145.652173913043,6.54166666666667
1980-12-05,1980,12,5,153.36627140975,189.137022397892,11.1532738095238
1980-12-06,1980,12,6,101.932367149758,134.468599033816,7.03125
1980-12-07,1980,12,7,122.083333333333,152.083333333333,3.84375
1980-12-08,1980,12,8,113.333333333333,142.5,12.0833333333333
1980-12-09,1980,12,9,65.4617604617605,100.606060606061,11.46875
1980-12-10,1980,12,10,30.9090909090909,61.6666666666667,10.1805555555556
1980-12-11,1980,12,11,28.6549707602339,54.812030075188,NA
1980-12-12,1980,12,12,61.3888888888889,83.3695652173913,4.875
1980-12-13,1980,12,13,23.75,39.5833333333333,13.625
1980-12-14,1980,12,14,9.72222222222222,25.9722222222222,19.21875
1980-12-15,1980,12,15,85.9420289855072,115.652173913043,10.5833333333333
1980-12-16,1980,12,16,70.8091787439614,97.6328502415459,9.05952380952381
1980-12-17,1980,12,17,44.0579710144928,70.1449275362319,7.375
1980-12-18,1980,12,18,23.6507936507936,47.6190476190476,NA
1980-12-19,1980,12,19,36.3131313131313,59.1847041847042,13.375
1980-12-20,1980,12,20,38.4722222222222,63.0555555555556,11.875
1980-12-21,1980,12,21,14.8611111111111,34.3055555555556,15.21875
1980-12-22,1980,12,22,64.0277777777778,94.0277777777778,5
1980-12-23,1980,12,23,65.4934437543133,102.774327122153,2.38095238095238
1980-12-24,1980,12,24,30.9722222222222,50.6944444444444,13.25
1980-12-25,1980,12,25,31.9444444444444,52.9166666666667,11.03125
1980-12-26,1980,12,26,26.3888888888889,48.0555555555556,10.4375
1980-12-27,1980,12,27,175.416666666667,210.138888888889,2.3125
1980-12-28,1980,12,28,127.638888888889,164.166666666667,4.25
1980-12-29,1980,12,29,116.117149758454,150.621980676329,11
1980-12-30,1980,12,30,41.6287878787879,64.4570707070707,11.53125
1980-12-31,1980,12,31,36.9565217391304,64.2028985507246,7.16071428571429
1981-01-01,1981,1,1,42.7083333333333,56.5277777777778,10.9375
1981-01-02,1981,1,2,40.8695652173913,42.3913043478261,13.8303571428571
1981-01-03,1981,1,3,50.8333333333333,62.9166666666667,9.3125
1981-01-04,1981,1,4,29.375,38.6111111111111,10.125
1981-01-05,1981,1,5,64.9275362318841,77.9468599033816,10.8258928571429
1981-01-06,1981,1,6,34.1450216450216,52.2662337662338,8.35267857142857
1981-01-07,1981,1,7,37.5,47.2222222222222,9.96875
1981-01-08,1981,1,8,102.416666666667,115.666666666667,9
1981-01-09,1981,1,9,37.8079710144928,57.7717391304348,10.2544642857143
1981-01-10,1981,1,10,61.0416666666667,67.7777777777778,11.3125
1981-01-11,1981,1,11,44.9305555555556,53.3796296296296,14.0416666666667
1981-01-12,1981,1,12,176.324110671937,178.36627140975,11.2589285714286
1981-01-13,1981,1,13,76.25,102.385265700483,10.1875
1981-01-14,1981,1,14,98.75,118.181818181818,5.28125
1981-01-15,1981,1,15,65.8333333333333,82.7777777777778,8.34375
1981-01-16,1981,1,16,66.4764492753623,77.3188405797101,10.09375
1981-01-17,1981,1,17,51.0416666666667,61.5277777777778,13.71875
1981-01-18,1981,1,18,39.5833333333333,52.9166666666667,7.21875
1981-01-19,1981,1,19,84.375,107.083333333333,11.65625
1981-01-20,1981,1,20,124.278656126482,153.511198945982,10.4866071428571
1981-01-21,1981,1,21,123.181818181818,159.090909090909,7.66666666666667
1981-01-22,1981,1,22,69.429347826087,82.5966183574879,5.11160714285714
1981-01-23,1981,1,23,109.701086956522,116.557971014493,7.13839285714286
1981-01-24,1981,1,24,90.2083333333333,114.444444444444,7.0625
1981-01-25,1981,1,25,74.9107142857143,122.142857142857,11.5
1981-01-26,1981,1,26,23.4090909090909,47.5757575757576,13.9940476190476
1981-01-27,1981,1,27,68.4782608695652,68.8010540184453,15.25
1981-01-28,1981,1,28,38.9583333333333,56.9444444444444,14.6785714285714
